date,JP_trade_balance,Nikkei225,DXY,USDJPY,JP_10Y_yield,JP_CPI,US_interest_rate,BLK,BEN,FSI,AB,BRK-B,HTHIY,NTDOY
2005-01-04,1844.0,11437.52,82.57,104.31,1.368,95.3,2.28,47.73,12.8,3.35,9.53,57.1,64.58,3.03
2005-01-05,1844.0,11437.52,82.54,103.93,1.368,95.3,2.28,47.29,12.62,3.21,9.5,57.2,65.32,3.08
2005-01-06,1844.0,11492.26,83.15,104.89,1.368,95.3,2.28,50.54,12.67,3.42,9.49,57.48,64.57,2.95
2005-01-07,1844.0,11433.24,83.61,104.84,1.368,95.3,2.28,49.49,12.54,3.53,9.42,58.38,64.08,2.96
2005-01-11,1844.0,11539.99,83.02,103.37,1.368,95.3,2.28,50.51,12.74,3.68,9.5,57.53,65.3,2.92
2005-01-12,1844.0,11453.39,82.14,102.33,1.368,95.3,2.28,50.98,12.85,3.58,9.67,57.52,66.03,2.95
2005-01-13,1844.0,11358.22,82.51,102.49,1.368,95.3,2.28,50.7,12.35,3.8,9.67,57.4,65.06,2.95
2005-01-14,1844.0,11438.39,83.06,102.04,1.368,95.3,2.28,51.11,12.58,3.88,9.75,57.27,66.39,2.94
2005-01-18,1844.0,11423.26,83.36,102.42,1.368,95.3,2.28,50.84,12.67,4.11,9.8,57.8,65.76,2.94
2005-01-19,1844.0,11405.34,83.6,102.54,1.368,95.3,2.28,50.21,12.54,4.14,9.68,57.78,64.89,2.89
2005-01-20,1844.0,11284.77,83.84,103.29,1.368,95.3,2.28,50.12,12.35,4.44,9.67,58.36,63.89,2.87
2005-01-21,1844.0,11238.37,83.26,102.73,1.368,95.3,2.28,50.1,12.05,4.54,9.59,60.09,64.06,2.84
2005-01-24,1844.0,11289.49,83.24,102.67,1.368,95.3,2.28,50.05,12.04,4.34,9.62,60.0,64.04,2.84
2005-01-25,1844.0,11376.57,83.99,104.23,1.368,95.3,2.28,49.91,12.02,4.08,9.74,59.7,64.28,2.84
2005-01-26,1844.0,11341.31,83.3,102.9,1.368,95.3,2.28,50.06,12.21,4.08,9.8,59.28,64.61,2.79
2005-01-27,1844.0,11341.31,83.43,103.23,1.368,95.3,2.28,50.1,12.22,3.91,10.08,58.84,64.04,2.74
2005-01-28,1844.0,11320.58,83.48,103.37,1.368,95.3,2.28,49.94,12.44,3.94,10.26,60.0,63.75,2.76
2005-01-31,1844.0,11387.59,83.6,103.62,1.368,95.3,2.28,50.73,12.58,3.94,10.48,59.88,63.94,2.8
2005-02-01,10386.0,11384.4,83.45,103.94,1.3959,95.0,2.5,50.41,12.59,3.94,10.47,60.34,64.19,2.79
2005-02-02,10386.0,11389.35,83.52,103.94,1.3959,95.0,2.5,49.95,12.51,3.81,10.44,60.08,62.66,2.76
2005-02-03,10386.0,11389.35,83.97,104.6,1.3959,95.0,2.5,50.57,12.44,3.86,10.39,60.08,61.28,2.7
2005-02-14,10386.0,11632.2,83.96,104.95,1.3959,95.0,2.5,50.47,13.03,4.04,11.2,60.84,60.89,2.81
2005-02-15,10386.0,11601.68,83.59,104.57,1.3959,95.0,2.5,50.22,13.12,4.04,11.28,60.62,61.36,2.82
2005-02-16,10386.0,11601.68,83.67,105.63,1.3959,95.0,2.5,49.01,13.14,4.04,11.31,60.46,61.54,2.8
2005-02-17,10386.0,11582.72,83.47,105.45,1.3959,95.0,2.5,50.7,13.1,4.13,11.56,60.24,60.55,2.77
2005-02-18,10386.0,11660.12,83.49,105.64,1.3959,95.0,2.5,50.87,13.0,4.19,11.36,60.05,60.41,2.81
2005-02-22,10386.0,11597.71,82.41,104.21,1.3959,95.0,2.5,50.12,12.7,4.11,11.0,60.08,59.98,2.8
2005-02-23,10386.0,11500.18,82.68,104.97,1.3959,95.0,2.5,49.44,12.76,4.04,11.03,60.68,60.65,2.77
2005-02-24,10386.0,11531.15,82.88,105.43,1.3959,95.0,2.5,49.35,12.87,4.04,11.2,60.24,59.97,2.74
2005-02-25,10386.0,11658.25,82.66,105.17,1.3959,95.0,2.5,49.38,12.95,3.95,11.26,60.32,60.6,2.77
2005-03-01,10599.0,11780.53,82.77,104.37,1.4522,95.3,2.63,50.55,13.38,3.63,11.16,60.42,61.6,2.75
2005-03-02,10599.0,11813.71,83.08,104.73,1.4522,95.3,2.63,50.52,13.34,3.77,11.03,60.08,62.44,2.78
2005-03-03,10599.0,11856.46,83.28,105.16,1.4522,95.3,2.63,50.45,13.32,3.72,11.06,59.52,61.75,2.79
2005-03-04,10599.0,11873.05,82.54,104.74,1.4522,95.3,2.63,51.08,13.5,3.81,11.27,59.58,61.82,2.83
2005-03-07,10599.0,11925.36,82.79,105.14,1.4522,95.3,2.63,50.93,13.58,3.71,11.34,60.02,62.0,2.79
2005-03-08,10599.0,11886.91,81.98,104.55,1.4522,95.3,2.63,51.27,13.43,3.86,11.39,60.22,61.89,2.77
2005-03-09,10599.0,11966.69,81.63,103.93,1.4522,95.3,2.63,51.08,13.48,3.73,11.35,60.5,62.22,2.79
2005-03-10,10599.0,11864.91,81.57,104.16,1.4522,95.3,2.63,50.49,13.53,3.68,11.27,60.14,62.17,2.77
2005-03-11,10599.0,11923.89,81.42,104.02,1.4522,95.3,2.63,50.7,13.26,3.65,11.22,60.02,61.72,2.78
2005-03-14,10599.0,11850.25,81.97,105.06,1.4522,95.3,2.63,51.18,13.23,3.77,11.21,60.12,61.41,2.71
2005-03-15,10599.0,11821.09,82.12,104.56,1.4522,95.3,2.63,51.12,13.25,3.81,11.32,59.56,61.95,2.67
2005-03-16,10599.0,11873.18,81.62,104.14,1.4522,95.3,2.63,50.62,13.3,3.86,11.26,57.36,61.78,2.72
2005-03-17,10599.0,11775.5,81.84,104.66,1.4522,95.3,2.63,50.42,13.4,3.86,11.11,58.66,61.73,2.74
2005-03-18,10599.0,11879.81,82.13,104.71,1.4522,95.3,2.63,50.5,13.33,3.81,11.13,58.37,61.79,2.7
2005-03-22,10599.0,11841.97,83.36,105.0,1.4522,95.3,2.63,49.07,12.96,3.86,11.11,57.7,60.84,2.67
2005-03-23,10599.0,11739.12,84.0,105.79,1.4522,95.3,2.63,47.86,12.79,3.95,10.93,57.2,60.74,2.62
2005-03-24,10599.0,11745.97,84.13,106.3,1.4522,95.3,2.63,47.53,12.78,3.72,10.99,57.9,60.36,2.61
2005-03-28,10599.0,11792.3,84.62,107.22,1.4522,95.3,2.63,48.24,12.84,3.75,11.04,57.4,61.13,2.66
2005-03-29,10599.0,11599.82,84.32,107.56,1.4522,95.3,2.63,46.91,12.79,3.54,10.89,57.28,59.07,2.62
2005-03-30,10599.0,11565.88,84.29,107.33,1.4522,95.3,2.63,46.91,13.05,3.61,11.02,57.76,59.98,2.69
2005-03-31,10599.0,11668.95,84.06,107.24,1.4522,95.3,2.63,47.51,13.12,3.76,11.19,57.12,59.93,2.72
2005-04-01,8829.0,11723.63,84.43,107.61,1.3176,95.4,2.79,47.96,13.03,3.72,11.15,56.3,59.13,2.67
2005-04-04,8829.0,11667.54,84.78,108.29,1.3176,95.4,2.79,47.31,13.08,3.75,11.22,57.7,59.71,2.65
2005-04-06,8829.0,11827.16,84.68,108.57,1.3176,95.4,2.79,46.53,13.07,3.82,11.19,58.48,60.46,2.81
2005-04-07,8829.0,11810.99,84.87,108.44,1.3176,95.4,2.79,46.79,13.1,3.95,11.24,58.05,60.78,2.77
2005-04-08,8829.0,11874.75,84.47,108.3,1.3176,95.4,2.79,46.56,13.04,3.87,11.23,57.65,60.49,2.8
2005-04-11,8829.0,11745.64,84.16,107.74,1.3176,95.4,2.79,45.38,12.96,3.78,11.09,58.3,60.23,2.82
2005-04-12,8829.0,11670.3,84.42,108.22,1.3176,95.4,2.79,45.02,12.97,3.86,10.58,58.36,59.79,2.82
2005-04-13,8829.0,11637.52,84.42,107.45,1.3176,95.4,2.79,44.65,12.63,3.86,10.58,57.71,59.1,2.82
2005-04-14,8829.0,11563.17,85.0,108.21,1.3176,95.4,2.79,44.65,12.68,3.46,10.6,57.22,58.45,2.74
2005-04-15,8829.0,11370.69,84.56,107.77,1.3176,95.4,2.79,44.39,12.34,3.41,10.39,56.94,57.58,2.74
2005-04-18,8829.0,10938.44,84.0,107.41,1.3176,95.4,2.79,44.51,12.4,3.53,10.43,56.48,57.07,2.67
2005-04-19,8829.0,11065.86,83.76,107.01,1.3176,95.4,2.79,46.84,12.56,3.52,10.74,56.48,57.57,2.74
2005-04-20,8829.0,11088.58,83.52,106.77,1.3176,95.4,2.79,45.82,12.31,3.5,10.74,55.21,56.82,2.7
2005-04-21,8829.0,10984.39,83.7,107.0,1.3176,95.4,2.79,46.53,12.62,3.5,10.73,55.96,56.78,2.71
2005-04-22,8829.0,11045.95,83.5,106.03,1.3176,95.4,2.79,47.72,12.35,3.68,10.69,54.86,56.14,2.71
2005-04-25,8829.0,11073.77,83.82,105.64,1.3176,95.4,2.79,48.17,12.62,3.71,10.89,55.06,57.2,2.79
2005-04-26,8829.0,11035.83,83.96,106.07,1.3176,95.4,2.79,48.0,12.67,3.66,10.71,55.02,56.22,2.81
2005-04-27,8829.0,11005.42,84.12,106.05,1.3176,95.4,2.79,47.54,12.71,3.64,10.76,54.87,56.15,2.8
2005-04-28,8829.0,11008.9,84.35,105.94,1.3176,95.4,2.79,47.38,12.81,3.59,10.8,55.8,56.33,2.76
2005-05-06,2707.0,11192.17,84.61,104.99,1.2689,95.5,3.0,47.41,13.29,3.59,10.81,55.92,57.39,2.83
2005-05-09,2707.0,11171.32,84.64,105.62,1.2689,95.5,3.0,48.21,13.47,3.5,10.85,55.52,57.7,2.81
2005-05-10,2707.0,11159.46,84.45,105.59,1.2689,95.5,3.0,47.91,13.21,3.45,10.86,55.24,57.05,2.83
2005-05-11,2707.0,11120.7,84.94,105.61,1.2689,95.5,3.0,48.12,13.26,3.51,10.81,55.34,57.69,2.83
2005-05-12,2707.0,11077.94,85.49,106.74,1.2689,95.5,3.0,47.94,13.05,3.51,10.79,55.48,56.64,2.74
2005-05-13,2707.0,11049.11,86.1,107.38,1.2689,95.5,3.0,48.01,13.02,3.49,10.73,55.34,56.72,2.73
2005-05-16,2707.0,10947.22,86.12,106.99,1.2689,95.5,3.0,48.57,13.4,3.5,10.93,55.04,56.64,2.68
2005-05-17,2707.0,10825.39,86.21,107.14,1.2689,95.5,3.0,48.76,13.46,3.5,10.92,55.1,56.44,2.65
2005-05-19,2707.0,11077.16,86.09,107.54,1.2689,95.5,3.0,49.61,13.67,3.59,10.92,55.86,56.68,2.73
2005-05-20,2707.0,11037.29,86.63,108.14,1.2689,95.5,3.0,49.59,13.64,3.63,10.9,56.05,56.25,2.7
2005-05-23,2707.0,11158.65,86.4,107.82,1.2689,95.5,3.0,49.49,13.76,3.77,10.92,55.62,57.71,2.72
2005-05-24,2707.0,11133.65,86.37,107.49,1.2689,95.5,3.0,49.14,13.76,3.77,10.92,57.18,57.31,2.73
2005-05-25,2707.0,11014.43,86.35,107.76,1.2689,95.5,3.0,49.2,13.64,3.81,10.84,56.9,56.07,2.71
2005-05-26,2707.0,11027.94,86.85,107.98,1.2689,95.5,3.0,49.52,13.67,3.96,10.88,56.42,56.79,2.64
2005-05-27,2707.0,11192.33,86.42,107.94,1.2689,95.5,3.0,49.52,13.83,4.05,10.87,56.8,57.89,2.67
2005-05-31,2707.0,11276.59,87.76,108.01,1.2689,95.5,3.0,49.47,13.79,4.08,10.91,56.2,57.77,2.63
2005-06-01,7950.0,11329.67,88.11,108.46,1.2448,95.1,3.04,49.27,13.87,4.05,11.09,56.18,58.03,2.63
2005-06-02,7950.0,11280.05,87.75,108.3,1.2448,95.1,3.04,49.14,14.0,3.99,11.13,56.16,58.41,2.66
2005-06-03,7950.0,11300.05,88.04,107.74,1.2448,95.1,3.04,49.26,13.82,4.0,11.08,55.82,57.63,2.63
2005-06-06,7950.0,11270.62,87.6,106.92,1.2448,95.1,3.04,49.32,13.92,4.03,11.19,55.54,58.26,2.67
2005-06-07,7950.0,11217.45,87.49,106.59,1.2448,95.1,3.04,49.13,13.9,3.99,11.43,55.46,58.15,2.63
2005-06-08,7950.0,11281.03,87.88,106.94,1.2448,95.1,3.04,48.13,13.77,3.95,11.26,55.32,57.9,2.64
2005-06-09,7950.0,11160.88,88.07,107.477,1.2448,95.1,3.04,48.87,14.03,3.99,11.25,55.4,57.85,2.63
2005-06-10,7950.0,11304.23,88.69,108.6,1.2448,95.1,3.04,49.32,13.96,4.06,11.15,55.4,57.37,2.55
2005-06-13,7950.0,11311.51,88.95,109.65,1.2448,95.1,3.04,49.75,13.86,3.99,11.13,55.76,57.4,2.55
2005-06-14,7950.0,11335.92,89.26,109.38,1.2448,95.1,3.04,49.66,13.89,3.99,11.08,56.2,57.49,2.57
2005-06-15,7950.0,11415.88,88.65,109.23,1.2448,95.1,3.04,49.75,13.86,3.96,10.95,55.86,58.31,2.58
2005-06-16,7950.0,11416.38,88.72,109.02,1.2448,95.1,3.04,49.8,13.75,3.97,10.98,55.8,58.4,2.59
2005-06-17,7950.0,11514.03,87.73,108.67,1.2448,95.1,3.04,49.7,13.71,4.04,10.96,55.02,58.98,2.59
2005-06-20,7950.0,11483.35,88.49,109.41,1.2448,95.1,3.04,49.81,13.72,4.05,10.92,55.14,58.27,2.53
2005-06-21,7950.0,11488.74,88.18,108.4,1.2448,95.1,3.04,49.49,13.77,4.05,10.93,55.74,58.73,2.53
2005-06-22,7950.0,11547.28,88.56,109.0,1.2448,95.1,3.04,49.59,13.91,4.14,11.02,55.34,59.01,2.57
2005-06-23,7950.0,11576.75,89.12,108.8,1.2448,95.1,3.04,48.86,13.82,4.14,11.05,55.6,58.31,2.55
2005-06-24,7950.0,11537.03,88.78,109.06,1.2448,95.1,3.04,48.54,14.15,4.22,11.06,55.14,58.27,2.55
2005-06-27,7950.0,11414.28,88.45,109.3,1.2448,95.1,3.04,49.32,14.18,4.22,11.06,55.5,57.76,2.54
2005-06-28,7950.0,11513.83,88.99,109.9,1.2448,95.1,3.04,50.61,14.6,4.23,11.17,55.42,58.6,2.59
2005-06-29,7950.0,11577.44,89.11,110.38,1.2448,95.1,3.04,50.79,14.76,4.39,11.22,55.4,58.66,2.59
2005-06-30,7950.0,11584.01,89.11,110.94,1.2448,95.1,3.04,51.21,14.73,4.35,11.23,55.67,58.47,2.59
2005-07-01,7775.0,11630.13,90.13,111.77,1.2629,95.0,3.26,51.69,14.87,4.4,11.2,55.68,58.76,2.59
2005-07-05,7775.0,11616.7,90.44,111.76,1.2629,95.0,3.26,52.07,15.19,4.57,11.33,56.4,59.22,2.6
2005-07-06,7775.0,11603.53,90.38,112.14,1.2629,95.0,3.26,53.38,15.32,4.4,11.27,56.8,58.5,2.58
2005-07-07,7775.0,11590.14,90.28,112.06,1.2629,95.0,3.26,52.58,15.41,4.31,11.28,56.84,57.8,2.61
2005-07-08,7775.0,11565.99,90.25,112.18,1.2629,95.0,3.26,52.3,15.86,4.33,11.37,56.56,58.92,2.63
2005-07-11,7775.0,11674.79,89.46,111.94,1.2629,95.0,3.26,53.17,16.08,4.32,11.51,56.74,59.0,2.66
2005-07-12,7775.0,11692.14,88.41,111.01,1.2629,95.0,3.26,53.63,16.14,4.4,11.38,56.14,59.71,2.65
2005-07-13,7775.0,11659.84,89.31,112.13,1.2629,95.0,3.26,53.3,16.03,4.29,11.46,56.14,58.79,2.65
2005-07-14,7775.0,11764.26,89.4,112.21,1.2629,95.0,3.26,53.57,16.03,4.31,11.47,55.64,58.89,2.65
2005-07-15,7775.0,11758.68,89.72,112.22,1.2629,95.0,3.26,53.31,15.69,4.26,11.35,55.9,59.24,2.67
2005-07-19,7775.0,11764.84,89.85,112.87,1.2629,95.0,3.26,53.02,15.72,4.17,11.49,55.72,59.13,2.67
2005-07-20,7775.0,11789.35,89.34,113.41,1.2629,95.0,3.26,52.93,15.79,4.26,11.55,55.84,59.37,2.7
2005-07-21,7775.0,11786.73,88.93,110.34,1.2629,95.0,3.26,52.64,15.66,4.22,11.52,55.74,60.1,2.75
2005-07-22,7775.0,11695.05,89.64,111.33,1.2629,95.0,3.26,52.39,15.73,4.25,11.62,55.96,59.45,2.69
2005-07-26,7775.0,11737.96,90.0,112.23,1.2629,95.0,3.26,53.47,15.48,4.18,11.58,55.86,59.0,2.65
2005-07-27,7775.0,11835.08,89.73,112.26,1.2629,95.0,3.26,54.3,15.55,4.13,11.09,55.8,59.35,2.67
2005-07-28,7775.0,11858.31,89.34,112.13,1.2629,95.0,3.26,54.05,15.64,4.08,11.0,55.7,58.54,2.68
2005-07-29,7775.0,11899.6,89.35,112.42,1.2629,95.0,3.26,54.11,15.47,4.08,10.94,55.64,58.56,2.63
2005-08-01,932.0,11946.92,88.8,112.09,1.425,95.1,3.5,53.71,15.45,4.0,11.08,55.96,58.82,2.58
2005-08-02,932.0,11940.2,88.76,111.4,1.425,95.1,3.5,53.78,15.84,4.0,11.16,55.6,59.22,2.62
2005-08-03,932.0,11981.8,87.99,111.11,1.425,95.1,3.5,53.86,15.82,3.87,11.1,55.56,59.29,2.63
2005-08-04,932.0,11883.31,87.8,111.12,1.425,95.1,3.5,53.22,15.64,3.87,10.95,55.7,58.84,2.61
2005-08-08,932.0,11778.98,87.92,111.91,1.425,95.1,3.5,52.35,15.36,3.86,11.0,55.46,58.41,2.62
2005-08-09,932.0,11900.32,87.89,112.1,1.425,95.1,3.5,53.04,15.69,3.99,11.1,55.44,59.24,2.6
2005-08-10,932.0,12098.08,87.61,110.58,1.425,95.1,3.5,53.79,15.67,4.07,11.23,55.36,60.01,2.67
2005-08-11,932.0,12263.32,87.1,109.91,1.425,95.1,3.5,53.45,15.78,4.09,11.34,55.78,61.64,2.7
2005-08-12,932.0,12261.68,86.98,109.4,1.425,95.1,3.5,53.73,15.61,3.98,11.33,56.0,61.07,2.63
2005-08-15,932.0,12256.55,87.32,109.31,1.425,95.1,3.5,54.35,15.68,4.04,11.31,55.41,61.44,2.62
2005-08-16,932.0,12315.67,87.43,109.8,1.425,95.1,3.5,53.73,15.46,4.04,11.23,55.48,60.27,2.55
2005-08-17,932.0,12273.12,88.0,109.87,1.425,95.1,3.5,54.08,15.51,4.04,11.21,55.28,60.17,2.53
2005-08-18,932.0,12307.37,88.59,110.52,1.425,95.1,3.5,54.27,15.45,3.95,11.1,56.74,59.33,2.55
2005-08-19,932.0,12291.73,88.58,110.4,1.425,95.1,3.5,54.4,15.58,3.99,11.12,56.6,59.79,2.59
2005-08-22,932.0,12452.51,88.14,109.72,1.425,95.1,3.5,54.11,15.65,3.99,11.18,56.4,59.91,2.61
2005-08-23,932.0,12472.93,88.08,109.74,1.425,95.1,3.5,54.02,15.7,3.96,11.18,56.4,60.1,2.57
2005-08-24,932.0,12502.26,87.91,110.17,1.425,95.1,3.5,53.63,15.57,3.9,11.19,56.14,59.33,2.56
2005-08-25,932.0,12405.16,87.64,109.97,1.425,95.1,3.5,53.48,15.47,3.9,11.07,55.81,59.67,2.61
2005-08-26,932.0,12439.48,87.86,110.21,1.425,95.1,3.5,53.57,15.37,3.63,11.05,55.44,59.64,2.63
2005-08-29,932.0,12309.83,88.25,110.62,1.425,95.1,3.5,53.66,15.47,3.54,11.02,55.42,59.38,2.6
2005-08-30,932.0,12453.14,88.35,111.43,1.425,95.1,3.5,52.86,15.29,3.62,10.85,55.16,58.29,2.6
2005-08-31,932.0,12413.6,87.58,110.66,1.425,95.1,3.5,52.48,15.4,3.64,10.78,55.52,59.38,2.6
2005-09-02,8607.0,12600.0,86.3,109.65,1.3805,95.4,3.62,53.05,15.59,3.63,10.77,55.12,59.86,2.68
2005-09-06,8607.0,12599.43,86.57,109.65,1.3805,95.4,3.62,53.83,15.8,3.68,10.91,55.64,59.88,2.62
2005-09-07,8607.0,12607.59,86.97,110.1,1.3805,95.4,3.62,53.62,15.76,3.51,10.94,55.94,59.5,2.67
2005-09-08,8607.0,12533.89,87.04,110.55,1.3805,95.4,3.62,53.28,15.77,3.58,10.88,56.16,59.53,2.7
2005-09-09,8607.0,12692.04,86.89,109.71,1.3805,95.4,3.62,53.62,15.87,3.6,10.82,55.84,61.84,2.72
2005-09-12,8607.0,12896.43,87.71,110.17,1.3805,95.4,3.62,54.59,15.89,3.54,10.75,55.37,61.58,2.72
2005-09-13,8607.0,12901.95,87.75,110.75,1.3805,95.4,3.62,53.67,15.6,3.51,10.77,55.29,61.19,2.78
2005-09-14,8607.0,12834.25,87.67,110.21,1.3805,95.4,3.62,53.35,15.42,3.51,11.14,55.16,61.46,2.78
2005-09-15,8607.0,12986.78,88.13,110.49,1.3805,95.4,3.62,53.54,15.42,3.56,11.1,54.94,62.12,2.86
2005-09-16,8607.0,12958.68,88.05,111.36,1.3805,95.4,3.62,53.83,15.39,3.59,11.2,54.5,61.64,2.78
2005-09-21,8607.0,13196.57,88.14,111.39,1.3805,95.4,3.62,54.28,15.22,3.51,10.9,53.5,60.89,2.81
2005-09-22,8607.0,13159.36,88.56,111.59,1.3805,95.4,3.62,54.77,15.53,3.51,10.9,53.86,60.91,2.83
2005-09-26,8607.0,13392.63,89.11,112.29,1.3805,95.4,3.62,54.45,15.49,3.59,10.92,54.9,60.72,2.81
2005-09-27,8607.0,13310.04,89.6,113.41,1.3805,95.4,3.62,54.57,15.6,3.61,11.03,54.88,59.8,2.8
2005-09-28,8607.0,13435.91,89.47,113.12,1.3805,95.4,3.62,55.17,15.63,3.46,11.14,54.52,60.14,2.82
2005-09-29,8607.0,13617.24,89.4,113.09,1.3805,95.4,3.62,56.39,15.89,3.45,11.54,54.14,60.73,2.95
2005-09-30,8607.0,13574.3,89.52,113.52,1.3805,95.4,3.62,56.62,16.09,3.47,11.67,54.62,61.64,2.84
2005-10-03,7226.0,13525.28,90.13,114.27,1.5371,95.4,3.78,56.94,15.98,3.57,11.68,54.72,61.98,2.83
2005-10-04,7226.0,13738.84,90.1,114.3,1.5371,95.4,3.78,57.24,15.75,3.58,11.58,54.92,64.99,2.92
2005-10-05,7226.0,13689.89,89.98,113.93,1.5371,95.4,3.78,56.52,15.66,3.59,11.37,55.24,63.6,3.0
2005-10-06,7226.0,13359.51,88.66,113.43,1.5371,95.4,3.78,56.02,15.59,3.45,11.33,55.0,60.96,2.91
2005-10-07,7226.0,13227.74,89.17,113.77,1.5371,95.4,3.78,56.35,15.58,3.45,11.29,54.96,61.67,2.83
2005-10-11,7226.0,13556.71,89.97,114.45,1.5371,95.4,3.78,55.11,15.46,3.18,11.68,55.4,62.13,2.82
2005-10-12,7226.0,13463.74,89.63,114.33,1.5371,95.4,3.78,53.97,15.19,3.05,11.47,55.96,61.84,2.82
2005-10-13,7226.0,13449.24,89.81,114.81,1.5371,95.4,3.78,53.33,14.99,2.97,11.48,55.6,61.15,2.81
2005-10-14,7226.0,13420.54,89.35,114.13,1.5371,95.4,3.78,54.18,15.46,2.88,11.5,55.74,62.38,2.85
2005-10-17,7226.0,13400.29,89.8,114.83,1.5371,95.4,3.78,54.18,15.5,3.32,11.7,55.81,61.71,2.8
2005-10-19,7226.0,13129.49,89.99,115.54,1.5371,95.4,3.78,58.52,15.91,3.22,11.73,55.74,61.56,2.78
2005-10-20,7226.0,13190.46,89.91,115.49,1.5371,95.4,3.78,57.4,15.76,3.15,11.54,55.64,60.72,2.77
2005-10-21,7226.0,13199.95,90.31,115.72,1.5371,95.4,3.78,57.44,16.01,3.25,11.64,55.78,61.08,2.79
2005-10-24,7226.0,13106.18,90.11,115.32,1.5371,95.4,3.78,57.88,16.83,3.29,11.76,56.22,60.8,2.83
2005-10-25,7226.0,13280.62,89.24,114.66,1.5371,95.4,3.78,59.08,16.57,3.23,11.75,56.6,60.54,2.8
2005-10-26,7226.0,13395.02,89.49,115.81,1.5371,95.4,3.78,59.42,16.81,3.18,11.89,56.18,60.89,2.86
2005-10-27,7226.0,13417.08,89.1,115.2,1.5371,95.4,3.78,59.69,16.99,3.14,12.36,56.08,60.33,2.77
2005-10-28,7226.0,13346.54,89.59,115.62,1.5371,95.4,3.78,59.56,16.6,3.19,12.47,55.98,60.75,2.8
2005-10-31,7226.0,13606.5,90.07,116.41,1.5371,95.4,3.78,60.57,16.93,3.18,12.91,56.3,59.96,2.83
2005-11-01,5091.0,13867.86,90.08,116.66,1.5226,95.0,4.0,60.28,17.03,3.31,13.01,56.68,59.95,2.83
2005-11-02,5091.0,13894.78,89.72,116.84,1.5226,95.0,4.0,60.89,17.28,3.28,13.24,57.12,60.27,2.77
2005-11-04,5091.0,14075.96,91.26,118.25,1.5226,95.0,4.0,61.67,17.47,3.14,13.37,58.38,60.96,2.73
2005-11-07,5091.0,14061.6,91.29,117.77,1.5226,95.0,4.0,61.82,17.56,3.14,13.44,59.54,60.72,2.73
2005-11-08,5091.0,14036.73,91.37,117.35,1.5226,95.0,4.0,62.53,17.75,3.14,13.46,59.74,60.47,2.73
2005-11-09,5091.0,14072.2,91.5,117.42,1.5226,95.0,4.0,63.41,17.86,3.14,13.39,59.7,62.33,2.71
2005-11-10,5091.0,14080.88,92.08,117.98,1.5226,95.0,4.0,64.14,18.15,3.14,13.44,59.64,62.1,2.7
2005-11-11,5091.0,14155.06,91.98,117.97,1.5226,95.0,4.0,64.91,18.2,3.14,13.37,59.7,62.17,2.69
2005-11-14,5091.0,14116.04,92.13,118.84,1.5226,95.0,4.0,64.83,18.17,3.14,13.5,59.4,61.26,2.66
2005-11-15,5091.0,14091.77,92.09,119.17,1.5226,95.0,4.0,63.89,17.86,3.14,13.22,59.2,61.09,2.69
2005-11-16,5091.0,14170.87,92.33,119.34,1.5226,95.0,4.0,62.69,17.98,2.96,13.15,58.38,61.53,2.7
2005-11-17,5091.0,14411.79,91.88,118.67,1.5226,95.0,4.0,66.45,18.38,2.92,13.33,59.18,64.09,2.71
2005-11-18,5091.0,14623.12,91.93,119.33,1.5226,95.0,4.0,66.87,18.3,2.87,13.44,59.14,65.56,2.74
2005-11-21,5091.0,14680.43,92.03,118.68,1.5226,95.0,4.0,67.1,18.56,2.74,13.34,58.22,67.77,2.73
2005-11-22,5091.0,14708.32,91.5,119.22,1.5226,95.0,4.0,69.1,18.56,2.71,13.39,57.9,66.5,2.69
2005-11-25,5091.0,14784.29,92.04,119.69,1.5226,95.0,4.0,70.92,18.79,2.76,13.64,58.14,66.46,2.68
2005-11-28,5091.0,14986.94,90.98,119.27,1.5226,95.0,4.0,69.58,18.39,2.74,13.5,58.24,67.88,2.75
2005-11-29,5091.0,14927.7,91.62,119.5,1.5226,95.0,4.0,69.57,18.13,2.77,13.52,58.71,67.58,2.73
2005-11-30,5091.0,14872.15,91.57,119.63,1.5226,95.0,4.0,68.9,17.8,2.88,13.49,59.1,65.6,2.71
2005-12-01,7627.0,15130.5,91.82,120.45,1.5414,95.1,4.16,70.12,18.16,2.76,13.54,60.14,66.86,2.74
2005-12-02,7627.0,15421.6,91.95,120.71,1.5414,95.1,4.16,70.5,18.15,2.78,13.52,60.38,66.55,2.7
2005-12-05,7627.0,15551.31,91.48,120.96,1.5414,95.1,4.16,70.09,18.28,2.78,13.66,59.2,66.5,2.74
2005-12-06,7627.0,15423.38,91.44,121.04,1.5414,95.1,4.16,70.47,18.59,2.87,13.61,59.8,65.96,2.85
2005-12-07,7627.0,15484.66,91.89,120.84,1.5414,95.1,4.16,69.4,18.53,2.83,13.59,59.7,65.06,2.88
2005-12-08,7627.0,15183.36,91.26,120.47,1.5414,95.1,4.16,69.62,18.43,2.78,13.79,59.6,64.84,2.81
2005-12-09,7627.0,15404.05,91.25,120.53,1.5414,95.1,4.16,69.99,18.76,2.69,14.01,59.64,66.28,2.87
2005-12-12,7627.0,15738.7,90.35,119.97,1.5414,95.1,4.16,70.79,18.47,2.74,14.12,59.5,65.91,2.9
