date,JP_trade_balance,Nikkei225,DXY,USDJPY,JP_10Y_yield,JP_CPI,US_interest_rate,BLK,BEN,FSI,AB,BRK-B,HTHIY,NTDOY
2020-05-15,-7992.0,20037.47,100.402,107.06,0.0025,100.1,0.05,461.83,14.89,1.54,15.29,169.25,57.51,10.48
2020-05-18,-7992.0,20133.73,99.665,107.32,0.0025,100.1,0.05,464.26,15.37,1.55,16.39,175.46,59.41,10.52
2020-05-19,-7992.0,20433.45,99.371,107.69,0.0025,100.1,0.05,450.57,15.03,1.55,16.44,172.49,59.83,10.22
2020-05-20,-7992.0,20595.15,99.124,107.52,0.0025,100.1,0.05,457.35,15.25,1.59,17.03,176.02,60.65,10.33
2020-05-21,-7992.0,20552.31,99.37,107.6,0.0025,100.1,0.05,457.14,15.05,1.54,17.19,174.94,59.84,10.4
2020-05-22,-7992.0,20388.16,99.863,107.63,0.0025,100.1,0.05,461.45,14.99,1.55,17.44,174.93,59.69,10.43
2020-05-26,-7992.0,21271.17,98.908,107.54,0.0025,100.1,0.05,470.73,15.89,1.54,17.92,180.34,63.44,10.27
2020-05-27,-7992.0,21419.23,99.062,107.72,0.0025,100.1,0.05,482.21,16.22,1.53,18.74,185.77,63.98,10.25
2020-05-28,-7992.0,21916.31,98.383,107.64,0.0025,100.1,0.05,482.61,15.85,1.57,18.15,185.1,66.52,10.24
2020-05-29,-7992.0,21877.89,98.344,107.82,0.0025,100.1,0.05,475.24,15.82,1.63,17.95,185.58,65.9,10.17
2020-06-01,-2686.0,22062.39,97.83,107.59,0.0254,99.9,0.08,483.86,16.34,1.79,18.36,183.84,66.85,10.36
2020-06-02,-2686.0,22325.61,97.673,108.67,0.0254,99.9,0.08,486.65,16.6,2.07,18.69,185.94,67.74,10.13
2020-06-03,-2686.0,22613.76,97.276,108.91,0.0254,99.9,0.08,492.38,17.68,1.97,18.92,190.82,68.23,10.29
2020-06-04,-2686.0,22695.74,96.677,109.15,0.0254,99.9,0.08,494.29,18.1,1.96,18.89,192.05,67.5,10.42
2020-06-05,-2686.0,22863.73,96.937,109.59,0.0254,99.9,0.08,503.65,19.03,2.07,18.9,200.66,69.64,10.54
2020-06-08,-2686.0,23178.1,96.618,108.42,0.0254,99.9,0.08,504.37,20.31,2.15,19.17,201.56,69.47,10.34
2020-06-09,-2686.0,23091.03,96.324,107.75,0.0254,99.9,0.08,505.03,19.82,2.16,19.1,196.07,69.04,10.47
2020-06-10,-2686.0,23124.95,95.959,107.12,0.0254,99.9,0.08,505.03,18.89,2.09,18.87,191.51,68.29,10.55
2020-06-11,-2686.0,22472.91,96.733,106.86,0.0254,99.9,0.08,475.3,17.48,1.91,17.61,178.02,63.19,10.77
2020-06-12,-2686.0,22305.48,97.319,107.38,0.0254,99.9,0.08,476.96,18.26,1.93,18.26,181.21,66.2,11.08
2020-06-15,-2686.0,21530.95,96.706,107.32,0.0254,99.9,0.08,491.43,18.63,1.97,18.57,181.55,65.0,11.0
2020-06-16,-2686.0,22582.21,96.958,107.31,0.0254,99.9,0.08,498.1,18.85,1.95,19.15,182.3,66.38,11.14
2020-06-17,-2686.0,22455.76,97.158,107.01,0.0254,99.9,0.08,502.47,18.86,1.93,19.32,180.86,66.93,11.49
2020-06-18,-2686.0,22355.46,97.421,106.97,0.0254,99.9,0.08,503.86,18.91,1.94,19.84,180.73,66.33,11.71
2020-06-19,-2686.0,22478.79,97.623,106.88,0.0254,99.9,0.08,502.6,18.4,1.91,19.16,179.72,65.1,11.72
2020-06-22,-2686.0,22437.27,97.039,106.9,0.0254,99.9,0.08,500.64,18.18,1.86,19.12,180.17,64.95,11.7
2020-06-23,-2686.0,22549.05,96.646,106.53,0.0254,99.9,0.08,501.95,18.06,1.92,18.78,181.01,66.03,11.36
2020-06-24,-2686.0,22534.32,97.148,107.04,0.0254,99.9,0.08,487.39,17.45,1.86,18.0,177.53,64.0,11.29
2020-06-29,-2686.0,21995.04,97.536,107.57,0.0254,99.9,0.08,482.23,17.13,1.95,18.99,177.19,63.89,11.2
2020-06-30,-2686.0,22288.14,97.391,107.93,0.0254,99.9,0.08,492.39,17.58,2.01,19.58,178.51,63.14,11.18
2020-07-01,-127.0,22121.73,97.196,107.47,0.0254,100.0,0.09,492.6,16.93,1.88,19.13,177.99,62.56,11.2
2020-07-02,-127.0,22145.96,97.317,107.5,0.0254,100.0,0.09,499.34,17.08,1.88,19.17,178.83,62.57,11.27
2020-07-06,-127.0,22714.44,96.725,107.39,0.0254,100.0,0.09,504.57,17.54,1.93,19.27,182.72,64.76,11.76
2020-07-07,-127.0,22614.69,96.881,107.52,0.0254,100.0,0.09,497.04,17.33,1.86,19.04,181.15,63.89,11.93
2020-07-08,-127.0,22438.65,96.428,107.26,0.0254,100.0,0.09,504.62,17.71,1.87,19.62,181.2,62.97,11.66
2020-07-09,-127.0,22529.29,96.7,107.2,0.0254,100.0,0.09,497.23,16.99,1.86,19.27,178.8,62.31,11.58
2020-07-10,-127.0,22290.81,96.652,106.92,0.0254,100.0,0.09,501.43,17.69,1.84,19.34,182.9,63.37,11.46
2020-07-13,-127.0,22784.74,96.464,107.29,0.0254,100.0,0.09,500.05,17.48,1.85,19.45,184.13,62.75,11.34
2020-07-14,-127.0,22587.01,96.259,107.23,0.0254,100.0,0.09,507.99,17.63,1.85,20.03,189.71,63.66,11.28
2020-07-15,-127.0,22945.5,96.081,106.94,0.0254,100.0,0.09,514.56,18.27,1.9,20.58,190.56,64.31,11.36
2020-07-16,-127.0,22770.36,96.346,107.27,0.0254,100.0,0.09,513.09,18.1,2.13,20.53,191.01,64.09,11.19
2020-07-17,-127.0,22696.42,95.942,107.03,0.0254,100.0,0.09,531.87,17.87,2.16,20.31,190.76,65.9,11.17
2020-07-20,-127.0,22717.48,95.832,107.27,0.0254,100.0,0.09,524.52,17.32,2.16,20.15,190.48,65.25,11.05
2020-07-21,-127.0,22884.22,95.117,106.8,0.0254,100.0,0.09,524.89,18.05,2.16,20.73,192.27,64.53,11.1
2020-07-22,-127.0,22751.61,94.988,107.16,0.0254,100.0,0.09,527.18,17.76,2.3,20.81,192.1,63.33,11.05
2020-07-27,-127.0,22715.85,93.668,105.38,0.0254,100.0,0.09,520.66,17.85,2.03,20.56,192.14,63.2,11.32
2020-07-28,-127.0,22657.38,93.696,105.09,0.0254,100.0,0.09,516.47,17.46,2.29,20.54,194.12,62.05,11.21
2020-07-29,-127.0,22397.11,93.453,104.92,0.0254,100.0,0.09,522.71,17.93,2.49,21.04,196.41,60.95,11.37
2020-07-30,-127.0,22339.23,93.021,104.73,0.0254,100.0,0.09,518.63,17.55,2.43,20.95,194.3,61.5,11.27
2020-07-31,-127.0,21710.0,93.349,105.84,0.0254,100.0,0.09,520.37,17.87,2.31,20.85,195.78,59.58,11.0
2020-08-03,2151.0,22195.38,93.542,105.95,0.0383,100.1,0.1,524.84,18.23,2.34,20.72,199.26,62.3,11.19
2020-08-04,2151.0,22573.66,93.382,105.72,0.0383,100.1,0.1,516.78,18.01,2.29,20.27,200.24,61.78,11.41
2020-08-05,2151.0,22514.85,92.868,105.6,0.0383,100.1,0.1,526.83,18.83,2.28,20.42,203.62,63.96,11.75
2020-08-06,2151.0,22418.15,92.788,105.55,0.0383,100.1,0.1,526.9,18.55,2.35,20.12,205.02,64.2,12.26
2020-08-07,2151.0,22329.94,93.435,105.93,0.0383,100.1,0.1,532.3,18.94,2.35,20.61,209.48,62.81,11.83
2020-08-11,2151.0,22750.24,93.628,106.49,0.0383,100.1,0.1,530.9,19.25,2.55,20.95,212.66,65.44,11.69
2020-08-12,2151.0,22843.96,93.443,106.89,0.0383,100.1,0.1,534.15,18.69,2.55,21.24,213.24,67.89,12.01
2020-08-13,2151.0,23249.61,93.335,106.93,0.0383,100.1,0.1,533.54,18.58,2.57,21.62,211.98,66.5,11.99
2020-08-14,2151.0,23289.36,93.096,106.6,0.0383,100.1,0.1,532.54,18.64,2.51,21.34,210.96,66.03,11.99
2020-08-17,2151.0,23096.75,92.851,106.0,0.0383,100.1,0.1,535.77,18.51,2.77,21.12,206.78,67.67,12.18
2020-08-18,2151.0,23051.08,92.271,105.41,0.0383,100.1,0.1,533.22,18.44,2.65,20.95,208.33,66.84,12.61
2020-08-19,2151.0,23110.61,92.887,106.12,0.0383,100.1,0.1,533.71,18.4,2.68,20.98,207.21,66.44,12.64
2020-08-20,2151.0,22880.62,92.793,105.79,0.0383,100.1,0.1,527.93,17.98,2.85,20.68,206.12,67.4,12.62
2020-08-21,2151.0,22920.3,93.247,105.81,0.0383,100.1,0.1,528.54,17.82,2.75,21.03,207.43,66.8,12.86
2020-08-24,2151.0,22985.51,93.298,105.97,0.0383,100.1,0.1,535.25,18.32,2.88,21.31,212.61,66.32,13.62
2020-08-25,2151.0,23296.77,93.019,106.39,0.0383,100.1,0.1,534.98,18.22,2.8,21.15,213.35,67.4,13.28
2020-08-26,2151.0,23290.86,93.006,105.99,0.0383,100.1,0.1,535.84,18.09,2.79,20.85,214.66,66.92,13.73
2020-08-27,2151.0,23208.86,93.001,106.57,0.0383,100.1,0.1,538.44,18.13,2.71,20.95,216.87,66.33,13.51
2020-08-28,2151.0,22882.65,92.371,105.37,0.0383,100.1,0.1,543.94,18.11,2.79,21.26,218.55,66.72,13.45
2020-08-31,2151.0,23139.76,92.144,105.9,0.0383,100.1,0.1,537.73,17.88,2.73,20.91,218.04,66.51,13.47
2020-09-01,6324.0,23138.07,92.338,105.96,0.0329,99.9,0.09,539.58,17.85,2.78,21.04,218.55,65.11,14.1
2020-09-02,6324.0,23247.15,92.847,106.18,0.0329,99.9,0.09,550.23,18.49,2.8,21.22,221.68,66.15,14.02
2020-09-03,6324.0,23465.53,92.739,106.19,0.0329,99.9,0.09,527.24,18.27,2.77,20.8,218.15,65.36,14.02
2020-09-04,6324.0,23205.43,92.719,106.24,0.0329,99.9,0.09,514.05,18.09,2.7,20.63,218.32,66.87,14.14
2020-09-08,6324.0,23274.13,93.445,106.04,0.0329,99.9,0.09,503.04,17.46,2.72,19.8,217.8,67.17,13.35
2020-09-09,6324.0,23032.54,93.255,106.18,0.0329,99.9,0.09,509.99,17.32,2.7,19.95,219.63,68.4,13.93
2020-09-10,6324.0,23235.47,93.336,106.13,0.0329,99.9,0.09,494.64,17.04,2.69,19.7,217.8,69.56,13.78
2020-09-11,6324.0,23406.49,93.333,106.16,0.0329,99.9,0.09,492.71,17.18,2.61,19.97,217.93,69.82,14.0
2020-09-14,6324.0,23559.3,93.052,105.73,0.0329,99.9,0.09,498.34,17.3,2.38,20.04,219.94,70.87,14.07
2020-09-15,6324.0,23454.89,93.05,105.44,0.0329,99.9,0.09,499.05,17.31,2.44,20.22,218.94,71.41,14.28
2020-09-16,6324.0,23475.53,93.214,104.95,0.0329,99.9,0.09,511.41,17.88,2.37,20.48,219.59,70.5,14.29
2020-09-17,6324.0,23319.37,92.97,104.74,0.0329,99.9,0.09,499.28,17.83,2.31,20.41,218.05,70.59,14.1
2020-09-18,6324.0,23360.3,92.926,104.57,0.0329,99.9,0.09,507.03,18.02,2.23,20.37,218.21,69.78,14.41
2020-09-23,6324.0,23346.49,94.389,105.36,0.0329,99.9,0.09,490.29,16.63,2.01,19.83,209.61,69.54,14.2
2020-09-24,6324.0,23087.82,94.354,105.41,0.0329,99.9,0.09,487.12,16.36,1.93,19.71,208.72,67.86,14.04
2020-09-25,6324.0,23204.62,94.642,105.58,0.0329,99.9,0.09,498.73,16.68,2.02,20.1,210.45,68.57,14.07
2020-09-28,6324.0,23511.62,94.278,105.5,0.0329,99.9,0.09,508.6,17.38,2.07,20.15,213.54,69.78,14.12
2020-09-29,6324.0,23539.1,93.857,105.67,0.0329,99.9,0.09,505.1,17.24,2.03,19.84,210.44,69.29,14.33
2020-09-30,6324.0,23185.12,93.886,105.44,0.0329,99.9,0.09,513.06,17.51,2.01,19.85,212.94,67.82,14.18
2020-10-05,8158.0,23312.14,93.513,105.74,0.0298,99.8,0.09,528.93,17.9,2.05,20.07,212.36,69.42,13.56
2020-10-06,8158.0,23433.73,93.686,105.64,0.0298,99.8,0.09,528.25,17.99,2.05,20.27,210.26,69.41,13.54
2020-10-07,8158.0,23422.82,93.63,105.97,0.0298,99.8,0.09,539.01,18.71,2.13,20.63,213.29,69.76,13.71
2020-10-08,8158.0,23647.07,93.605,106.03,0.0298,99.8,0.09,550.29,19.21,2.23,21.83,215.15,69.46,13.77
2020-10-12,8158.0,23558.69,93.065,105.32,0.0298,99.8,0.09,559.8,19.77,2.15,23.45,216.41,68.69,14.05
2020-10-13,8158.0,23601.78,93.531,105.48,0.0298,99.8,0.09,581.72,19.93,2.02,23.76,212.31,68.62,14.08
2020-10-14,8158.0,23626.73,93.382,105.16,0.0298,99.8,0.09,582.53,20.14,2.06,24.21,210.91,67.74,14.05
2020-10-15,8158.0,23507.23,93.856,105.45,0.0298,99.8,0.09,588.34,20.33,2.09,24.35,211.65,67.5,13.83
2020-10-16,8158.0,23410.63,93.682,105.4,0.0298,99.8,0.09,598.49,20.21,2.46,24.19,211.91,67.75,13.77
2020-10-19,8158.0,23671.13,93.427,105.43,0.0298,99.8,0.09,578.01,19.96,2.51,23.92,208.99,67.72,13.74
2020-10-20,8158.0,23567.04,93.067,105.51,0.0298,99.8,0.09,587.28,19.77,2.65,24.19,210.06,67.21,13.59
2020-10-21,8158.0,23639.46,92.611,104.58,0.0298,99.8,0.09,578.1,19.59,2.68,23.73,210.18,68.82,13.42
2020-10-22,8158.0,23474.27,92.951,104.88,0.0298,99.8,0.09,578.28,19.95,2.76,23.61,211.61,67.97,13.4
2020-10-23,8158.0,23516.59,92.768,104.73,0.0298,99.8,0.09,580.21,19.98,2.82,23.16,212.71,69.6,13.12
2020-10-26,8158.0,23494.34,93.045,104.84,0.0298,99.8,0.09,566.45,19.65,2.77,22.59,208.49,69.74,13.09
2020-10-27,8158.0,23485.8,92.94,104.42,0.0298,99.8,0.09,559.48,16.98,2.77,22.35,206.88,69.33,13.67
2020-10-28,8158.0,23418.51,93.405,104.32,0.0298,99.8,0.09,546.89,16.04,2.62,21.72,200.7,68.3,13.61
2020-10-29,8158.0,23331.94,93.955,104.62,0.0298,99.8,0.09,548.37,16.04,2.75,21.94,201.51,70.56,13.91
2020-10-30,8158.0,22977.13,94.038,104.67,0.0298,99.8,0.09,545.53,16.13,2.78,21.83,201.9,67.16,13.55
2020-11-02,3409.0,23295.48,94.129,104.75,0.0293,99.5,0.09,559.78,16.86,2.73,21.94,204.31,67.53,13.75
2020-11-04,3409.0,23695.23,93.407,104.52,0.0293,99.5,0.09,593.22,16.56,2.83,22.74,206.17,68.8,13.7
2020-11-05,3409.0,24105.28,92.525,103.51,0.0293,99.5,0.09,608.33,17.32,2.66,23.18,207.45,69.24,14.54
2020-11-06,3409.0,24325.23,92.229,103.36,0.0293,99.5,0.09,596.23,16.7,2.7,22.64,208.85,68.98,14.13
2020-11-09,3409.0,24839.84,92.725,105.39,0.0293,99.5,0.09,606.35,17.57,2.75,23.18,221.5,70.73,13.26
2020-11-10,3409.0,24905.59,92.749,105.28,0.0293,99.5,0.09,601.42,17.86,2.7,23.95,228.48,75.04,12.88
2020-11-11,3409.0,25349.6,93.043,105.43,0.0293,99.5,0.09,610.54,17.52,2.7,23.8,227.37,78.01,12.66
2020-11-12,3409.0,25520.88,92.963,105.13,0.0293,99.5,0.09,600.68,17.05,2.66,23.59,224.72,75.51,12.87
2020-11-13,3409.0,25385.87,92.755,104.62,0.0293,99.5,0.09,609.77,17.65,2.65,23.77,227.42,75.3,13.11
2020-11-16,3409.0,25906.93,92.642,104.57,0.0293,99.5,0.09,615.83,18.3,2.28,24.05,233.1,74.67,12.79
2020-11-17,3409.0,26014.62,92.416,104.18,0.0293,99.5,0.09,607.69,18.48,2.26,23.46,233.16,76.11,12.83
2020-11-18,3409.0,25728.14,92.316,103.79,0.0293,99.5,0.09,609.88,18.35,2.26,23.59,230.07,76.16,12.89
2020-11-19,3409.0,25634.34,92.294,103.75,0.0293,99.5,0.09,613.14,17.94,2.15,23.81,229.53,77.68,13.36
2020-11-20,3409.0,25527.37,92.392,103.85,0.0293,99.5,0.09,612.44,17.72,2.25,23.8,227.01,76.84,13.26
2020-11-24,3409.0,26165.59,92.226,104.44,0.0293,99.5,0.09,636.65,19.25,2.45,24.16,233.92,77.17,13.16
2020-11-25,3409.0,26296.86,91.994,104.46,0.0293,99.5,0.09,640.57,19.21,2.45,23.96,233.13,76.51,13.32
2020-11-27,3409.0,26644.71,91.79,104.09,0.0293,99.5,0.09,651.04,19.16,2.46,24.31,231.55,78.75,14.0
2020-11-30,3409.0,26433.62,91.869,104.32,0.0293,99.5,0.09,635.79,18.92,2.41,23.95,228.91,75.67,14.19
2020-12-01,7170.0,26787.54,91.313,104.33,0.0239,99.3,0.09,651.15,19.24,2.33,24.49,229.68,76.12,13.77
2020-12-02,7170.0,26800.98,91.118,104.41,0.0239,99.3,0.09,654.0,19.35,2.38,24.89,230.42,76.97,13.68
2020-12-03,7170.0,26809.37,90.714,103.84,0.0239,99.3,0.09,654.63,19.76,2.36,25.39,231.02,77.94,13.57
2020-12-04,7170.0,26751.24,90.701,104.19,0.0239,99.3,0.09,643.7,20.4,2.34,25.1,231.35,79.04,13.68
2020-12-07,7170.0,26547.44,90.792,104.05,0.0239,99.3,0.09,649.21,20.28,2.31,24.63,229.24,77.63,13.84
2020-12-08,7170.0,26467.08,90.965,104.17,0.0239,99.3,0.09,653.26,20.62,2.41,24.89,228.19,77.8,14.13
2020-12-09,7170.0,26817.94,90.811,104.23,0.0239,99.3,0.09,642.06,20.64,2.39,23.56,227.51,80.38,14.02
2020-12-10,7170.0,26756.24,90.824,104.22,0.0239,99.3,0.09,639.07,20.88,2.38,24.07,227.35,81.11,14.23
2020-12-11,7170.0,26652.52,90.976,104.02,0.0239,99.3,0.09,636.13,20.94,2.44,24.12,226.39,79.7,14.56
2020-12-14,7170.0,26732.44,90.711,104.05,0.0239,99.3,0.09,625.81,20.42,2.39,24.09,222.85,80.19,15.05
2020-12-15,7170.0,26687.84,90.473,103.66,0.0239,99.3,0.09,638.86,21.19,2.48,24.39,224.38,81.06,14.84
2020-12-16,7170.0,26757.4,90.45,103.46,0.0239,99.3,0.09,639.03,21.3,2.42,24.86,221.91,80.86,15.33
2020-12-17,7170.0,26806.67,89.822,103.1,0.0239,99.3,0.09,646.02,21.65,2.42,25.3,224.68,81.4,16.43
2020-12-18,7170.0,26763.39,90.016,103.32,0.0239,99.3,0.09,639.43,21.52,2.43,25.25,223.43,81.57,16.17
2020-12-21,7170.0,26714.42,90.043,103.29,0.0239,99.3,0.09,639.45,21.36,2.42,25.19,223.49,79.99,15.79
2020-12-22,7170.0,26436.39,90.654,103.64,0.0239,99.3,0.09,634.6,21.13,2.4,25.07,221.88,78.85,15.53
2020-12-23,7170.0,26524.79,90.413,103.55,0.0239,99.3,0.09,643.86,21.29,2.42,25.08,224.24,78.1,15.63
2020-12-24,7170.0,26668.35,90.323,103.66,0.0239,99.3,0.09,647.09,21.34,2.44,25.07,226.53,78.25,15.72
2020-12-28,7170.0,26854.03,90.337,103.79,0.0239,99.3,0.09,649.84,21.55,2.43,24.89,228.41,78.43,16.05
2020-12-29,7170.0,27568.15,89.994,103.53,0.0239,99.3,0.09,646.27,21.34,2.45,24.7,229.57,78.19,15.93
2020-12-30,7170.0,27444.17,89.68,103.21,0.0239,99.3,0.09,648.71,21.57,2.44,24.97,229.65,79.2,16.14
2021-01-04,-3152.0,27258.38,89.869,103.13,0.037,99.8,0.09,650.43,21.18,2.44,24.98,228.45,78.14,15.74
2021-01-05,-3152.0,27158.63,89.436,102.72,0.037,99.8,0.09,653.87,21.13,2.44,24.94,227.47,79.72,16.18
2021-01-06,-3152.0,27055.94,89.53,103.06,0.037,99.8,0.09,672.51,22.22,2.51,25.8,230.27,80.51,15.74
2021-01-07,-3152.0,27490.13,89.826,103.82,0.037,99.8,0.09,686.66,22.19,2.6,26.28,232.88,83.19,15.8
2021-01-08,-3152.0,28139.03,90.098,103.96,0.037,99.8,0.09,692.18,22.0,2.65,26.22,234.03,83.77,16.01
2021-01-12,-3152.0,28164.34,90.093,103.75,0.037,99.8,0.09,711.66,23.09,2.74,26.97,233.03,83.89,16.06
2021-01-13,-3152.0,28456.59,90.355,103.87,0.037,99.8,0.09,713.5,23.02,3.44,27.0,234.51,83.53,15.83
2021-01-14,-3152.0,28698.26,90.239,103.8,0.037,99.8,0.09,680.33,23.6,3.51,26.66,235.02,83.79,15.84
2021-01-15,-3152.0,28519.18,90.772,103.87,0.037,99.8,0.09,665.93,23.12,3.65,26.4,233.49,83.37,15.75
2021-01-19,-3152.0,28633.46,90.498,103.9,0.037,99.8,0.09,671.32,23.62,3.73,27.09,234.55,84.41,15.89
2021-01-20,-3152.0,28523.26,90.475,103.53,0.037,99.8,0.09,678.54,23.53,3.74,27.22,234.76,84.99,15.78
2021-01-21,-3152.0,28756.86,90.131,103.49,0.037,99.8,0.09,679.14,23.03,3.58,26.76,234.16,84.06,15.24
2021-01-22,-3152.0,28631.45,90.238,103.76,0.037,99.8,0.09,672.6,23.04,3.72,27.07,232.92,84.19,15.5
2021-01-25,-3152.0,28822.29,90.391,103.77,0.037,99.8,0.09,661.55,23.07,3.57,27.5,233.01,84.73,15.2
2021-01-26,-3152.0,28546.18,90.17,103.62,0.037,99.8,0.09,660.52,24.04,3.56,28.28,231.57,85.1,15.06
2021-01-27,-3152.0,28635.21,90.647,104.09,0.037,99.8,0.09,638.5,23.65,3.39,27.5,227.36,83.79,14.86
2021-01-28,-3152.0,28197.42,90.455,104.26,0.037,99.8,0.09,658.74,24.13,3.41,27.7,230.95,85.27,14.98
2021-01-29,-3152.0,27663.39,90.584,104.69,0.037,99.8,0.09,641.68,22.88,3.25,26.56,227.87,82.99,14.45
2021-02-01,2009.0,28091.05,90.98,104.94,0.0909,99.8,0.08,652.58,23.13,3.4,27.14,229.32,85.92,15.48
2021-02-02,2009.0,28362.17,91.197,104.98,0.0909,99.8,0.08,667.52,22.3,3.45,27.72,232.24,85.85,15.09
2021-02-03,2009.0,28646.5,91.171,105.03,0.0909,99.8,0.08,662.56,22.51,3.6,27.82,232.68,87.05,14.8
2021-02-04,2009.0,28341.95,91.529,105.55,0.0909,99.8,0.08,670.22,22.35,3.57,28.45,235.77,91.45,14.63
2021-02-05,2009.0,28779.19,91.042,105.38,0.0909,99.8,0.08,664.62,22.51,3.6,28.91,235.16,92.29,15.04
2021-02-17,2009.0,30292.19,90.951,105.88,0.0909,99.8,0.08,660.1,24.09,4.05,28.94,245.25,94.36,16.25
2021-02-18,2009.0,30236.09,90.592,105.68,0.0909,99.8,0.08,643.75,23.49,3.8,28.47,243.5,90.88,16.19
2021-02-19,2009.0,30017.92,90.364,105.43,0.0909,99.8,0.08,649.78,23.94,3.81,28.57,241.85,92.76,16.27
2021-02-22,2009.0,30156.03,90.01,105.08,0.0909,99.8,0.08,643.4,23.8,3.77,28.39,244.97,95.95,15.9
2021-02-24,2009.0,29671.7,90.176,105.85,0.0909,99.8,0.08,651.6,24.31,3.83,28.2,248.45,95.72,15.79
2021-02-25,2009.0,30168.27,90.134,106.25,0.0909,99.8,0.08,635.76,23.33,3.71,28.12,243.69,95.23,15.76
2021-02-26,2009.0,28966.01,90.879,106.56,0.0909,99.8,0.08,635.49,22.78,3.82,28.19,240.51,93.0,15.42
2021-03-02,6052.0,29408.17,90.785,106.69,0.1109,99.9,0.07,655.45,23.46,3.67,28.94,249.22,95.06,15.08
2021-03-03,6052.0,29559.1,90.947,107.02,0.1109,99.9,0.07,641.89,23.27,3.89,29.14,251.55,96.55,14.58
2021-03-04,6052.0,28930.11,91.631,107.98,0.1109,99.9,0.07,628.86,22.3,3.79,28.11,245.48,95.95,14.02
2021-03-05,6052.0,28864.32,91.977,108.38,0.1109,99.9,0.07,646.42,23.04,3.72,28.83,253.15,98.34,14.37
2021-03-08,6052.0,28743.25,92.313,108.89,0.1109,99.9,0.07,643.36,23.05,3.7,29.09,257.61,97.7,13.72
2021-03-09,6052.0,29027.94,91.958,108.49,0.1109,99.9,0.07,664.57,22.68,3.7,29.16,259.02,97.67,13.82
2021-03-10,6052.0,29036.56,91.823,108.39,0.1109,99.9,0.07,670.55,24.91,3.81,29.92,263.99,96.71,13.7
2021-03-11,6052.0,29211.64,91.42,108.51,0.1109,99.9,0.07,664.68,25.06,3.84,30.05,260.91,96.33,13.88
2021-03-12,6052.0,29717.83,91.679,109.03,0.1109,99.9,0.07,659.22,25.09,3.92,29.77,260.02,98.6,13.84
2021-03-15,6052.0,29766.97,91.833,109.12,0.1109,99.9,0.07,661.82,26.05,4.27,30.44,254.61,99.25,14.24
2021-03-16,6052.0,29921.09,91.865,109.0,0.1109,99.9,0.07,665.55,25.9,4.02,30.23,251.5,98.7,14.65
2021-03-17,6052.0,29914.33,91.442,108.84,0.1109,99.9,0.07,670.29,26.34,4.16,31.13,252.0,100.06,14.62
2021-03-18,6052.0,30216.75,91.862,108.89,0.1109,99.9,0.07,666.16,25.67,4.17,31.99,252.46,98.28,14.3
2021-03-19,6052.0,29792.05,91.919,108.88,0.1109,99.9,0.07,671.6,26.0,4.36,32.66,250.99,99.62,14.42
2021-03-22,6052.0,29174.15,91.742,108.85,0.1109,99.9,0.07,672.78,26.09,4.38,32.29,250.36,99.97,14.61
2021-03-23,6052.0,28995.92,92.336,108.58,0.1109,99.9,0.07,659.57,24.94,4.04,31.51,248.31,97.1,14.74
2021-03-24,6052.0,28405.52,92.528,108.73,0.1109,99.9,0.07,665.26,24.88,3.87,30.84,249.63,96.79,14.4
2021-03-25,6052.0,28729.88,92.809,109.19,0.1109,99.9,0.07,669.63,25.34,4.04,30.39,250.75,99.24,14.23
2021-03-26,6052.0,29176.7,92.766,109.67,0.1109,99.9,0.07,696.69,25.59,3.96,30.5,256.77,100.04,14.62
2021-03-29,6052.0,29384.52,92.944,109.82,0.1109,99.9,0.07,697.58,26.21,3.8,30.02,258.82,96.88,14.56
2021-03-30,6052.0,29432.7,93.297,110.35,0.1109,99.9,0.07,689.66,25.77,3.85,30.64,258.19,97.95,14.48
2021-03-31,6052.0,29178.8,93.232,110.72,0.1109,99.9,0.07,693.99,26.0,3.97,30.84,255.47,92.45,14.16
2021-04-01,2282.0,29388.87,92.929,110.6,0.094,99.1,0.07,705.83,26.5,3.92,31.57,258.2,89.89,14.36
2021-04-06,2282.0,29696.63,92.335,109.74,0.094,99.1,0.07,719.53,26.72,3.69,31.42,263.06,88.75,14.57
2021-04-07,2282.0,29730.79,92.455,109.84,0.094,99.1,0.07,725.32,26.75,3.57,31.29,263.62,91.2,14.54
2021-04-08,2282.0,29708.98,92.059,109.27,0.094,99.1,0.07,736.92,26.58,3.49,31.37,263.51,91.49,14.85
2021-04-09,2282.0,29768.06,92.182,109.67,0.094,99.1,0.07,744.05,26.95,3.49,31.07,266.01,93.88,14.8
2021-04-12,2282.0,29538.73,92.138,109.38,0.094,99.1,0.07,743.71,27.46,3.33,31.04,267.93,93.23,14.83
2021-04-13,2282.0,29751.61,91.852,109.06,0.094,99.1,0.07,738.66,26.02,3.37,31.22,267.1,96.14,15.18
2021-04-14,2282.0,29620.99,91.69,108.95,0.094,99.1,0.07,737.35,26.14,3.37,31.11,267.53,94.76,15.02
2021-04-15,2282.0,29642.69,91.668,108.76,0.094,99.1,0.07,752.78,26.61,3.31,30.75,269.14,94.66,14.99
2021-04-16,2282.0,29683.37,91.537,108.81,0.094,99.1,0.07,746.9,26.4,3.27,30.94,272.11,95.48,14.97
2021-04-19,2282.0,29685.37,91.069,108.14,0.094,99.1,0.07,746.57,26.33,3.21,30.69,270.28,94.72,14.6
